America’s Misguided Immigration Debate	アメリカ の 見当 違い な 移民 討論
Within the ASEAN+3 region, policymakers have implemented necessary containment measures to control the transmission of the coronavirus, which inevitably affected economic activity.	ASEAN + 3 地域 内 の 政策 当局 は 、 ウイルス の 伝播 を 抑制 する ため に 必要 な 封じ込め 策 を 実施 し た が 、 経済 活動 へ の 影響 は 避け られ なかっ た 。
With the global economy increasingly interconnected, the disruptions to international supply chains and the challenges faced by many industries have demonstrated the importance of mitigating the region’s vulnerability to economic and financial shocks.	世界 経済 の 結びつき が 強まる 中 で 、 グローバル サプライ チェーン は 混乱 し 、 多く の 産業 が 困難 に 直面 し て おり 、 経済 ・ 金融 ショック に 対する 地域 の 脆弱 性 を 緩和 する こと の 重要 性 は 増し て いる 。
We are encouraged by the progress of the CMIM and AMRO as important tools for strengthening our economies’ resilience.	この 点 、 我々 は 、 経済 の 強靭 性 を 強化 する ため の 重要 な ツール で ある CMIM と AMRO で 進展 が み られる こと に 、 勇気 づけ られ て いる 。
While growth is projected to fall sharply for many economies this year, we expect the ASEAN+3 economies to rebound in due course – and there are early signs of recovery.	今年 は 多く の 国 で 成長 率 が 大幅 に 低下 する と 予測 さ れ て いる が 、 ASEAN + 3 経済 は いずれ 回復 する と 予想 し て おり 、 早期 回復 の 兆し も み られる 。
Given the pandemic’s uncertain trajectory, however, the ASEAN+3 countries will remain vigilant, and we will cautiously plan our exit from pandemic-related measures to safeguard growth and financial stability in the region.	しかし ながら 、 パンデミック の 不 確実 性 を 踏まえ 、 ASEAN + 3 諸国 は 引き続き 警戒 を 続ける と とも に 、 地域 の 成長 と 金融 の 安定 を 守る ため に 、 パンデミック に 対応 する 措置 から の 出口 戦略 を 慎重 に 見極め て いく 。
Finally, the ASEAN+3 finance ministers and central-bank governors pledge to remain resolute in our commitment to uphold an open and rules-based multilateral trade and investment system, and to strengthen regional cooperation and integration.	最後 に 、 ASEAN + 3 地域 の 財務 大臣 と 中央 銀行 総裁 は 、 開か れ た 、 ルール に 基づく 多角 的 な 貿易 ・ 投資 体制 へ の 支持 と 、 地域 の 統合 と 協力 の 強化 へ の コミットメント を 引き続き 堅持 する 。
	
China’s Baby Step	中国 の 小さな 一 歩
Whatever the ultimate economic effects of China’s first modest step towards floating its currency, one has to admire its strategic brilliance.	中国 が 踏み出し た 流動 相場 制 へ の 控えめ な 第 一 歩 が 、 経済 に どう 影響 を 及ぼす に せよ ､ 我々 は その 戦略 の 巧妙 さ に 感服 する べき だろう 。
The genius of China’s mini-move (allowing the Yuan to rise 2% against the dollar) is that no one can tell when or what is going to happen next.	今回 の 小幅 な 改革 （ 人民 元 の 為替 レート を 対 ドル で ２ ％ 切り上げ ） は 、 この 先 いつ どう 動く の か 、 全く 予想 が つけ られ ない 点 が 特質 的 で ある ｡
Protectionists in the United States and Europe, itching to slap huge punitive tariffs on Chinese goods, have been caught flat-footed.	中国 製 品 に 対する 厳しい 報復 関税 を 望ん で い た 欧米 の 保護 貿易 主義 者 ら は 、 不意 打ち を くらわさ れ て いる 。
They want to keep bathing in press coverage, but if they push their China-bashing too far and too fast, the protectionists will be seen as hindering delicate behind-the-scenes negotiations.	彼 ら は 常 に 意見 を 報道 に 流し て い たい だろう が 、 中国 バッシング を あまり 急 に 強めれ ば 、 舞台 裏 で の デリケート な 交渉 を 邪魔 する 者 と 写る だろう 。
But no one knows whether China’s baby step is the start of something much bigger, as China’s authorities hint one day and deny the next.	しかし 、 中国 の 小さな 一 歩 が 、 今後 大きな 前進 へ 繋がっ て いる か どう か は 、 誰 に も 断言 でき ない の も 事実 で ある 。
By relenting just a little to intense global pressure to revalue its exchange rate, the Chinese leadership has masterfully stifled the growing chorus of demands to rein in its growing trade surplus.	中国 当局 の 方針 は あいまい だ 。 中国 は 、 為替 レート の 平価 切り上げ を 迫る 国際 社会 の 圧力 を ほんの 少し 和らげる こと で 、 高まる 貿易 黒字 抑制 の 声 を 横柄 に 牽制 し た 。
The key question, however, remains whether China is defying market forces at its own risk.	しかし 、 重要 な 疑問 は 、 果たして 中国 は 自ら の 責任 で 市場 の 力 に 反抗 し て いる の か と いう こと だ 。
On the surface, at least, the mini-revaluation hardly seems to have compromised China’s ability to bend exchange markets to its will.	為替 市場 を 意 の まま に 従わ せる 中国 の 力 は 、 少なく とも 表面 的 に は 、 小幅 切り上げ に よっ て 弱まる こと は ない と 見える 。
Foreign experts had warned that a small Yuan appreciation might be worse than none.	すでに 各国 の 専門 家 が 、 人民 元 の 小幅 な 価値 上昇 は 、 全く 上昇 し ない 場合 より 始末 が 悪く なる だろう と 警告 し て い た 。
While hardly denting global trade imbalances, a small move would bring in a flood of foreign capital, overwhelming China’s currency defenses and leading to chaos.	世界 貿易 の 不 均衡 に 大きな 影響 は 及ぼし て い ない もの の 、 小幅 な 改革 は 大 規模 な 外国 資本 の 流入 を 招き 、 中国 の 通貨 攻防 を 圧倒 し 、 混乱 を 招く か も しれ ない 。
So far, that has not happened and, China once again seems to have gone its own way and proved the experts wrong.	しかし これ まで の ところ 、 その よう な 動き は ない 。 中国 は 今回 も わが 道 を 通し 、 専門 家 たち の 鼻 を 折っ た か に 見える 。
But hold the applause.	しかし 、 絶賛 する に は まだ 早い 。
Perhaps the speculative-inflow scenario will play out, but in slow motion.	投機 的 な 買い を 招く と いう 構想 通り に うまく 進む か も しれ ない が 、 しかし それ は 非常 に 遅い ペース で の こと で ある 。
After all, China is not a country where investors can just take their money in a heartbeat.	結局 、 中国 は 投資 家 が ためらわ ず に 投資 できる 国 で は ない の だ 。
It can hold the fort because it maintains one of the world’s strictest regimes of exchange and capital controls.	中国 が 砦 を 守る こと が 出来る の は 、 世界 で 最も 厳格 な 為替 ・ 資本 取引 規制 を もつ 国 の 一 つ だ から で ある 。
Unlike many Latin American and former Soviet-bloc countries, where similar controls are honored mainly in the breach, violating capital controls in China is virtually a capital offense.	同様 の 管理 体制 が 主に 閉鎖 さ れ た 社会 のみ で 守ら れ て き た 、 多く の 南米 諸国 や 旧 ソ連 諸国 と 異なり 、 中国 の 資本 規制 を 責める こと は 、 極めて 重大 な 攻撃 を 意味 する の だ 。
But, over the past fifty years, when many other countries, including France and Italy, implemented draconian controls, the result was always the same: eventually, the private sector adapted and eroded the controls’ effectiveness.	しかし 、 この ５０ 年来 、 フランス や イタリア を 含む 世界 の 国々 が 厳しい 規制 を 敷い て き た が 、 結果 は 常 に 同じ で 、 規制 の 効力 は 、 国 の 民間 企業 を とおし て 徐々 に 風化 さ れ て いる 。
